form	lexeme	cell
t r a n s p a r e n t a m o s	transparent	1plPres
t r a n s p a r e n t a i s	transparent	2plPres
a t e r r o r i s o	aterroris	1sgPres
a t e r r o r i s a s	aterroris	2sgPres
a t e r r o r i s a n	aterroris	3plPres
a t e r r o r i s a	aterroris	3sgPres
a t e r r o r i s a m o s	aterroris	1plPres
a t e r r o r i s a i s	aterroris	2plPres
p r o p a g o	propag	1sgPres
p r o p a g a s	propag	2sgPres
p r o p a g a n	propag	3plPres
p r o p a g a	propag	3sgPres
p r o p a g a m o s	propag	1plPres
p r o p a g a i s	propag	2plPres
d o b l e g o	dobleg	1sgPres
d o b l e g a s	dobleg	2sgPres
d o b l e g a n	dobleg	3plPres
d o b l e g a	dobleg	3sgPres
d o b l e g a m o s	dobleg	1plPres
d o b l e g a i s	dobleg	2plPres
l a m o	lam	1sgPres
l a m e s	lam	2sgPres
l a m e n	lam	3plPres
l a m e	lam	3sgPres
l a m e m o s	lam	1plPres
l a m e i s	lam	2plPres
d e s e m b o k o	desembok	1sgPres
d e s e m b o k a s	desembok	2sgPres
d e s e m b o k a n	desembok	3plPres
d e s e m b o k a	desembok	3sgPres
d e s e m b o k a m o s	desembok	1plPres
d e s e m b o k a i s	desembok	2plPres
a t e n u o	atenw	1sgPres
a t e n u a s	atenw	2sgPres
a t e n u a n	atenw	3plPres
a t e n u a	atenw	3sgPres
a t e n w a m o s	atenw	1plPres
a t e n w a i s	atenw	2plPres
t j e n t o	tent	1sgPres
t j e n t a s	tent	2sgPres
t j e n t a n	tent	3plPres
t j e n t a	tent	3sgPres
t e n t a m o s	tent	1plPres
t e n t a i s	tent	2plPres
k u b r o	kubr	1sgPres
k u b r e s	kubr	2sgPres
k u b r e n	kubr	3plPres
k u b r e	kubr	3sgPres
k u b r i m o s	kubr	1plPres
k u b r i s	kubr	2plPres
d e b i l i t o	debilit	1sgPres
d e b i l i t a s	debilit	2sgPres
d e b i l i t a n	debilit	3plPres
d e b i l i t a	debilit	3sgPres
d e b i l i t a m o s	debilit	1plPres
d e b i l i t a i s	debilit	2plPres
p r e s e d o	presed	1sgPres
p r e s e d e s	presed	2sgPres
p r e s e d e n	presed	3plPres
p r e s e d e	presed	3sgPres
p r e s e d e m o s	presed	1plPres
p r e s e d e i s	presed	2plPres
d i g o	des	1sgPres
d i s e s	des	2sgPres
d i s e n	des	3plPres
d i s e	des	3sgPres
d e s i m o s	des	1plPres
d e s i s	des	2plPres
f u s i l o	fusil	1sgPres
f u s i l a s	fusil	2sgPres
f u s i l a n	fusil	3plPres
f u s i l a	fusil	3sgPres
f u s i l a m o s	fusil	1plPres
f u s i l a i s	fusil	2plPres
a t u r d o	aturd	1sgPres
a t u r d e s	aturd	2sgPres
a t u r d e n	aturd	3plPres
a t u r d e	aturd	3sgPres
a t u r d i m o s	aturd	1plPres
a t u r d i s	aturd	2plPres
r a s o n o	rason	1sgPres
r a s o n a s	rason	2sgPres
r a s o n a n	rason	3plPres
r a s o n a	rason	3sgPres
r a s o n a m o s	rason	1plPres
r a s o n a i s	rason	2plPres
d e s a o g o	desaog	1sgPres
d e s a o g a s	desaog	2sgPres
d e s a o g a n	desaog	3plPres
d e s a o g a	desaog	3sgPres
d e s a o g a m o s	desaog	1plPres
d e s a o g a i s	desaog	2plPres
a n i m o	anim	1sgPres
a n i m a s	anim	2sgPres
a n i m a n	anim	3plPres
a n i m a	anim	3sgPres
a n i m a m o s	anim	1plPres
a n i m a i s	anim	2plPres
t r a s t o r n o	trastorn	1sgPres
t r a s t o r n a s	trastorn	2sgPres
t r a s t o r n a n	trastorn	3plPres
t r a s t o r n a	trastorn	3sgPres
t r a s t o r n a m o s	trastorn	1plPres
t r a s t o r n a i s	trastorn	2plPres
f i l m o	film	1sgPres
f i l m a s	film	2sgPres
f i l m a n	film	3plPres
f i l m a	film	3sgPres
f i l m a m o s	film	1plPres
f i l m a i s	film	2plPres
p l a n e o	plane	1sgPres
p l a n e a s	plane	2sgPres
p l a n e a n	plane	3plPres
p l a n e a	plane	3sgPres
p l a n e a m o s	plane	1plPres
p l a n e a i s	plane	2plPres
s e n s u r o	sensur	1sgPres
s e n s u r a s	sensur	2sgPres
s e n s u r a n	sensur	3plPres
s e n s u r a	sensur	3sgPres
s e n s u r a m o s	sensur	1plPres
s e n s u r a i s	sensur	2plPres
f r a g w o	fragw	1sgPres
f r a g w a s	fragw	2sgPres
f r a g w a n	fragw	3plPres
f r a g w a	fragw	3sgPres
f r a g w a m o s	fragw	1plPres
f r a g w a i s	fragw	2plPres
l i b e r t o	libert	1sgPres
l i b e r t a s	libert	2sgPres
l i b e r t a n	libert	3plPres
l i b e r t a	libert	3sgPres
l i b e r t a m o s	libert	1plPres
l i b e r t a i s	libert	2plPres
m i r o	mir	1sgPres
m i r a s	mir	2sgPres
m i r a n	mir	3plPres
m i r a	mir	3sgPres
m i r a m o s	mir	1plPres
m i r a i s	mir	2plPres
e s t i m o	estim	1sgPres
e s t i m a s	estim	2sgPres
e s t i m a n	estim	3plPres
e s t i m a	estim	3sgPres
e s t i m a m o s	estim	1plPres
e s t i m a i s	estim	2plPres
r e p i t o	repet	1sgPres
r e p i t e s	repet	2sgPres
r e p i t e n	repet	3plPres
r e p i t e	repet	3sgPres
r e p e t i m o s	repet	1plPres
r e p e t i s	repet	2plPres
d e k o r o	dekor	1sgPres
d e k o r a s	dekor	2sgPres
d e k o r a n	dekor	3plPres
d e k o r a	dekor	3sgPres
d e k o r a m o s	dekor	1plPres
d e k o r a i s	dekor	2plPres
s o l i s i t o	solisit	1sgPres
s o l i s i t a s	solisit	2sgPres
s o l i s i t a n	solisit	3plPres
s o l i s i t a	solisit	3sgPres
s o l i s i t a m o s	solisit	1plPres
s o l i s i t a i s	solisit	2plPres
m a C a k o	maCak	1sgPres
m a C a k a s	maCak	2sgPres
m a C a k a n	maCak	3plPres
m a C a k a	maCak	3sgPres
m a C a k a m o s	maCak	1plPres
m a C a k a i s	maCak	2plPres
s u p l i k o	suplik	1sgPres
s u p l i k a s	suplik	2sgPres
s u p l i k a n	suplik	3plPres
s u p l i k a	suplik	3sgPres
s u p l i k a m o s	suplik	1plPres
s u p l i k a i s	suplik	2plPres
b o m i t o	bomit	1sgPres
b o m i t a s	bomit	2sgPres
b o m i t a n	bomit	3plPres
b o m i t a	bomit	3sgPres
b o m i t a m o s	bomit	1plPres
b o m i t a i s	bomit	2plPres
a b a n d o n o	abandon	1sgPres
a b a n d o n a s	abandon	2sgPres
a b a n d o n a n	abandon	3plPres
a b a n d o n a	abandon	3sgPres
a b a n d o n a m o s	abandon	1plPres
a b a n d o n a i s	abandon	2plPres
e N k a m i n o	eNkamin	1sgPres
e N k a m i n a s	eNkamin	2sgPres
e N k a m i n a n	eNkamin	3plPres
e N k a m i n a	eNkamin	3sgPres
e N k a m i n a m o s	eNkamin	1plPres
e N k a m i n a i s	eNkamin	2plPres
r e m i t o	remit	1sgPres
r e m i t e s	remit	2sgPres
r e m i t e n	remit	3plPres
r e m i t e	remit	3sgPres
r e m i t i m o s	remit	1plPres
r e m i t i s	remit	2plPres
f l u j o	flw	1sgPres
f l u j e s	flw	2sgPres
f l u j e n	flw	3plPres
f l u j e	flw	3sgPres
f l w i m o s	flw	1plPres
f l w i s	flw	2plPres
d e t e r j o r o	deterjor	1sgPres
d e t e r j o r a s	deterjor	2sgPres
d e t e r j o r a n	deterjor	3plPres
d e t e r j o r a	deterjor	3sgPres
d e t e r j o r a m o s	deterjor	1plPres
d e t e r j o r a i s	deterjor	2plPres
d e s k a r t o	deskart	1sgPres
d e s k a r t a s	deskart	2sgPres
d e s k a r t a n	deskart	3plPres
d e s k a r t a	deskart	3sgPres
d e s k a r t a m o s	deskart	1plPres
d e s k a r t a i s	deskart	2plPres
k o m e t o	komet	1sgPres
k o m e t e s	komet	2sgPres
k o m e t e n	komet	3plPres
k o m e t e	komet	3sgPres
k o m e t e m o s	komet	1plPres
k o m e t e i s	komet	2plPres
u n d o	und	1sgPres
u n d e s	und	2sgPres
u n d e n	und	3plPres
u n d e	und	3sgPres
u n d i m o s	und	1plPres
u n d i s	und	2plPres
i n d i k o	indik	1sgPres
i n d i k a s	indik	2sgPres
i n d i k a n	indik	3plPres
i n d i k a	indik	3sgPres
i n d i k a m o s	indik	1plPres
i n d i k a i s	indik	2plPres
e N k a r s e l o	eNkarsel	1sgPres
e N k a r s e l a s	eNkarsel	2sgPres
e N k a r s e l a n	eNkarsel	3plPres
e N k a r s e l a	eNkarsel	3sgPres
e N k a r s e l a m o s	eNkarsel	1plPres
e N k a r s e l a i s	eNkarsel	2plPres
k u r t o	kurt	1sgPres
k u r t e s	kurt	2sgPres
k u r t e n	kurt	3plPres
k u r t e	kurt	3sgPres
k u r t i m o s	kurt	1plPres
k u r t i s	kurt	2plPres
i n C o	inC	1sgPres
i n C a s	inC	2sgPres
i n C a n	inC	3plPres
i n C a	inC	3sgPres
i n C a m o s	inC	1plPres
i n C a i s	inC	2plPres
e n t j e r r o	enterr	1sgPres
e n t j e r r a s	enterr	2sgPres
e n t j e r r a n	enterr	3plPres
e n t j e r r a	enterr	3sgPres
e n t e r r a m o s	enterr	1plPres
e n t e r r a i s	enterr	2plPres
i l u s j o n o	ilusjon	1sgPres
i l u s j o n a s	ilusjon	2sgPres
i l u s j o n a n	ilusjon	3plPres
i l u s j o n a	ilusjon	3sgPres
i l u s j o n a m o s	ilusjon	1plPres
i l u s j o n a i s	ilusjon	2plPres
m a m o	mam	1sgPres
m a m a s	mam	2sgPres
m a m a n	mam	3plPres
m a m a	mam	3sgPres
m a m a m o s	mam	1plPres
m a m a i s	mam	2plPres
p a r o	par	1sgPres
p a r e s	par	2sgPres
p a r e n	par	3plPres
p a r e	par	3sgPres
p a r i m o s	par	1plPres
p a r i s	par	2plPres
j w e b o	job	1sgPres
j w e b e s	job	2sgPres
j w e b e n	job	3plPres
j w e b e	job	3sgPres
j o b e m o s	job	1plPres
j o b e i s	job	2plPres
f e l i s i t o	felisit	1sgPres
f e l i s i t a s	felisit	2sgPres
f e l i s i t a n	felisit	3plPres
f e l i s i t a	felisit	3sgPres
f e l i s i t a m o s	felisit	1plPres
f e l i s i t a i s	felisit	2plPres
a f r o n t o	afront	1sgPres
a f r o n t a s	afront	2sgPres
a f r o n t a n	afront	3plPres
a f r o n t a	afront	3sgPres
a f r o n t a m o s	afront	1plPres
a f r o n t a i s	afront	2plPres
d i b i d o	dibid	1sgPres
d i b i d e s	dibid	2sgPres
d i b i d e n	dibid	3plPres
d i b i d e	dibid	3sgPres
d i b i d i m o s	dibid	1plPres
d i b i d i s	dibid	2plPres
b r o m e o	brome	1sgPres
b r o m e a s	brome	2sgPres
b r o m e a n	brome	3plPres
b r o m e a	brome	3sgPres
b r o m e a m o s	brome	1plPres
b r o m e a i s	brome	2plPres
s i r b o	serb	1sgPres
s i r b e s	serb	2sgPres
s i r b e n	serb	3plPres
s i r b e	serb	3sgPres
s e r b i m o s	serb	1plPres
s e r b i s	serb	2plPres
a r t o	art	1sgPres
a r t a s	art	2sgPres
a r t a n	art	3plPres
a r t a	art	3sgPres
a r t a m o s	art	1plPres
a r t a i s	art	2plPres
a t a x o	atax	1sgPres
a t a x a s	atax	2sgPres
a t a x a n	atax	3plPres
a t a x a	atax	3sgPres
a t a x a m o s	atax	1plPres
a t a x a i s	atax	2plPres
k a b a l g o	kabalg	1sgPres
k a b a l g a s	kabalg	2sgPres
k a b a l g a n	kabalg	3plPres
k a b a l g a	kabalg	3sgPres
k a b a l g a m o s	kabalg	1plPres
k a b a l g a i s	kabalg	2plPres
m e n e o	mene	1sgPres
m e n e a s	mene	2sgPres
m e n e a n	mene	3plPres
m e n e a	mene	3sgPres
m e n e a m o s	mene	1plPres
m e n e a i s	mene	2plPres
a k o m p a ñ o	akompañ	1sgPres
a k o m p a ñ a s	akompañ	2sgPres
a k o m p a ñ a n	akompañ	3plPres
a k o m p a ñ a	akompañ	3sgPres
a k o m p a ñ a m o s	akompañ	1plPres
a k o m p a ñ a i s	akompañ	2plPres
s e m e x o	semex	1sgPres
s e m e x a s	semex	2sgPres
s e m e x a n	semex	3plPres
s e m e x a	semex	3sgPres
s e m e x a m o s	semex	1plPres
s e m e x a i s	semex	2plPres
i N k u r r o	iNkurr	1sgPres
i N k u r r e s	iNkurr	2sgPres
i N k u r r e n	iNkurr	3plPres
i N k u r r e	iNkurr	3sgPres
i N k u r r i m o s	iNkurr	1plPres
i N k u r r i s	iNkurr	2plPres
e n r o j o	enroj	1sgPres
e n r o j a s	enroj	2sgPres
e n r o j a n	enroj	3plPres
e n r o j a	enroj	3sgPres
e n r o j a m o s	enroj	1plPres
e n r o j a i s	enroj	2plPres
e m p u ñ o	empuñ	1sgPres
e m p u ñ a s	empuñ	2sgPres
e m p u ñ a n	empuñ	3plPres
e m p u ñ a	empuñ	3sgPres
e m p u ñ a m o s	empuñ	1plPres
e m p u ñ a i s	empuñ	2plPres
b a s i o	basj	1sgPres
b a s i a s	basj	2sgPres
b a s i a n	basj	3plPres
b a s i a	basj	3sgPres
b a s j a m o s	basj	1plPres
b a s j a i s	basj	2plPres
f o r m u l o	formul	1sgPres
f o r m u l a s	formul	2sgPres
f o r m u l a n	formul	3plPres
f o r m u l a	formul	3sgPres
f o r m u l a m o s	formul	1plPres
f o r m u l a i s	formul	2plPres
b i s t o	best	1sgPres
b i s t e s	best	2sgPres
b i s t e n	best	3plPres
b i s t e	best	3sgPres
b e s t i m o s	best	1plPres
b e s t i s	best	2plPres
k a m u f l o	kamufl	1sgPres
k a m u f l a s	kamufl	2sgPres
k a m u f l a n	kamufl	3plPres
k a m u f l a	kamufl	3sgPres
k a m u f l a m o s	kamufl	1plPres
k a m u f l a i s	kamufl	2plPres
a f i l o	afil	1sgPres
a f i l a s	afil	2sgPres
a f i l a n	afil	3plPres
a f i l a	afil	3sgPres
a f i l a m o s	afil	1plPres
a f i l a i s	afil	2plPres
r e s w e n o	reson	1sgPres
r e s w e n a s	reson	2sgPres
r e s w e n a n	reson	3plPres
r e s w e n a	reson	3sgPres
r e s o n a m o s	reson	1plPres
r e s o n a i s	reson	2plPres
s o r t e o	sorte	1sgPres
s o r t e a s	sorte	2sgPres
s o r t e a n	sorte	3plPres
s o r t e a	sorte	3sgPres
s o r t e a m o s	sorte	1plPres
s o r t e a i s	sorte	2plPres
e m i g r o	emigr	1sgPres
e m i g r a s	emigr	2sgPres
e m i g r a n	emigr	3plPres
e m i g r a	emigr	3sgPres
e m i g r a m o s	emigr	1plPres
e m i g r a i s	emigr	2plPres
a d o r o	ador	1sgPres
a d o r a s	ador	2sgPres
a d o r a n	ador	3plPres
a d o r a	ador	3sgPres
a d o r a m o s	ador	1plPres
a d o r a i s	ador	2plPres
k o n t i n u o	kontinw	1sgPres
k o n t i n u a s	kontinw	2sgPres
k o n t i n u a n	kontinw	3plPres
k o n t i n u a	kontinw	3sgPres
k o n t i n w a m o s	kontinw	1plPres
k o n t i n w a i s	kontinw	2plPres
r e s e r b o	reserb	1sgPres
r e s e r b a s	reserb	2sgPres
r e s e r b a n	reserb	3plPres
r e s e r b a	reserb	3sgPres
r e s e r b a m o s	reserb	1plPres
r e s e r b a i s	reserb	2plPres
a b o n o	abon	1sgPres
a b o n a s	abon	2sgPres
a b o n a n	abon	3plPres
a b o n a	abon	3sgPres
a b o n a m o s	abon	1plPres
a b o n a i s	abon	2plPres
p w e b l o	pobl	1sgPres
p w e b l a s	pobl	2sgPres
p w e b l a n	pobl	3plPres
p w e b l a	pobl	3sgPres
p o b l a m o s	pobl	1plPres
p o b l a i s	pobl	2plPres
e s p e s j a l i s o	espesjalis	1sgPres
e s p e s j a l i s a s	espesjalis	2sgPres
e s p e s j a l i s a n	espesjalis	3plPres
e s p e s j a l i s a	espesjalis	3sgPres
e s p e s j a l i s a m o s	espesjalis	1plPres
e s p e s j a l i s a i s	espesjalis	2plPres
k o m b i n o	kombin	1sgPres
k o m b i n a s	kombin	2sgPres
k o m b i n a n	kombin	3plPres
k o m b i n a	kombin	3sgPres
k o m b i n a m o s	kombin	1plPres
k o m b i n a i s	kombin	2plPres
k a t a l o g o	katalog	1sgPres
k a t a l o g a s	katalog	2sgPres
k a t a l o g a n	katalog	3plPres
k a t a l o g a	katalog	3sgPres
k a t a l o g a m o s	katalog	1plPres
k a t a l o g a i s	katalog	2plPres
e r i s o	eris	1sgPres
e r i s a s	eris	2sgPres
e r i s a n	eris	3plPres
e r i s a	eris	3sgPres
e r i s a m o s	eris	1plPres
e r i s a i s	eris	2plPres
p r e s j e n t o	present	1sgPres
p r e s j e n t e s	present	2sgPres
p r e s j e n t e n	present	3plPres
p r e s j e n t e	present	3sgPres
p r e s e n t i m o s	present	1plPres
p r e s e n t i s	present	2plPres
k u m p l o	kumpl	1sgPres
k u m p l e s	kumpl	2sgPres
k u m p l e n	kumpl	3plPres
k u m p l e	kumpl	3sgPres
k u m p l i m o s	kumpl	1plPres
k u m p l i s	kumpl	2plPres
s u s e d o	sused	1sgPres
s u s e d e s	sused	2sgPres
s u s e d e n	sused	3plPres
s u s e d e	sused	3sgPres
s u s e d e m o s	sused	1plPres
s u s e d e i s	sused	2plPres
a g o l p o	agolp	1sgPres
a g o l p a s	agolp	2sgPres
a g o l p a n	agolp	3plPres
a g o l p a	agolp	3sgPres
a g o l p a m o s	agolp	1plPres
a g o l p a i s	agolp	2plPres
i m p r o b i s o	improbis	1sgPres
i m p r o b i s a s	improbis	2sgPres
i m p r o b i s a n	improbis	3plPres
i m p r o b i s a	improbis	3sgPres
i m p r o b i s a m o s	improbis	1plPres
i m p r o b i s a i s	improbis	2plPres
a p o j o	apoj	1sgPres
a p o j a s	apoj	2sgPres
a p o j a n	apoj	3plPres
a p o j a	apoj	3sgPres
a p o j a m o s	apoj	1plPres
a p o j a i s	apoj	2plPres
i m p r e s j o n o	impresjon	1sgPres
i m p r e s j o n a s	impresjon	2sgPres
i m p r e s j o n a n	impresjon	3plPres
i m p r e s j o n a	impresjon	3sgPres
i m p r e s j o n a m o s	impresjon	1plPres
i m p r e s j o n a i s	impresjon	2plPres
k o n t a x j o	kontaxj	1sgPres
k o n t a x j a s	kontaxj	2sgPres
k o n t a x j a n	kontaxj	3plPres
k o n t a x j a	kontaxj	3sgPres
k o n t a x j a m o s	kontaxj	1plPres
k o n t a x j a i s	kontaxj	2plPres
o k s i d o	oksid	1sgPres
o k s i d a s	oksid	2sgPres
o k s i d a n	oksid	3plPres
o k s i d a	oksid	3sgPres
o k s i d a m o s	oksid	1plPres
o k s i d a i s	oksid	2plPres
a g o b j o	agobj	1sgPres
a g o b j a s	agobj	2sgPres
a g o b j a n	agobj	3plPres
a g o b j a	agobj	3sgPres
a g o b j a m o s	agobj	1plPres
a g o b j a i s	agobj	2plPres
s o k o r r o	sokorr	1sgPres
s o k o r r e s	sokorr	2sgPres
s o k o r r e n	sokorr	3plPres
s o k o r r e	sokorr	3sgPres
s o k o r r e m o s	sokorr	1plPres
s o k o r r e i s	sokorr	2plPres
p a r t o	part	1sgPres
p a r t e s	part	2sgPres
p a r t e n	part	3plPres
p a r t e	part	3sgPres
p a r t i m o s	part	1plPres
p a r t i s	part	2plPres
r e b o t o	rebot	1sgPres
r e b o t a s	rebot	2sgPres
r e b o t a n	rebot	3plPres
r e b o t a	rebot	3sgPres
r e b o t a m o s	rebot	1plPres
r e b o t a i s	rebot	2plPres
d e s t r o s o	destros	1sgPres
d e s t r o s a s	destros	2sgPres
d e s t r o s a n	destros	3plPres
d e s t r o s a	destros	3sgPres
d e s t r o s a m o s	destros	1plPres
d e s t r o s a i s	destros	2plPres
d e p a r o	depar	1sgPres
d e p a r a s	depar	2sgPres
d e p a r a n	depar	3plPres
d e p a r a	depar	3sgPres
d e p a r a m o s	depar	1plPres
d e p a r a i s	depar	2plPres
d e s a r r o j o	desarroj	1sgPres
d e s a r r o j a s	desarroj	2sgPres
d e s a r r o j a n	desarroj	3plPres
d e s a r r o j a	desarroj	3sgPres
d e s a r r o j a m o s	desarroj	1plPres
d e s a r r o j a i s	desarroj	2plPres
k o l a b o r o	kolabor	1sgPres
k o l a b o r a s	kolabor	2sgPres
k o l a b o r a n	kolabor	3plPres
k o l a b o r a	kolabor	3sgPres
k o l a b o r a m o s	kolabor	1plPres
k o l a b o r a i s	kolabor	2plPres
d e s p r e n d o	desprend	1sgPres
d e s p r e n d e s	desprend	2sgPres
d e s p r e n d e n	desprend	3plPres
d e s p r e n d e	desprend	3sgPres
d e s p r e n d e m o s	desprend	1plPres
d e s p r e n d e i s	desprend	2plPres
d e g r a d o	degrad	1sgPres
d e g r a d a s	degrad	2sgPres
d e g r a d a n	degrad	3plPres
d e g r a d a	degrad	3sgPres
d e g r a d a m o s	degrad	1plPres
d e g r a d a i s	degrad	2plPres
i n u n d o	inund	1sgPres
i n u n d a s	inund	2sgPres
i n u n d a n	inund	3plPres
i n u n d a	inund	3sgPres
i n u n d a m o s	inund	1plPres
i n u n d a i s	inund	2plPres
i n j e k t o	injekt	1sgPres
i n j e k t a s	injekt	2sgPres
i n j e k t a n	injekt	3plPres
i n j e k t a	injekt	3sgPres
i n j e k t a m o s	injekt	1plPres
i n j e k t a i s	injekt	2plPres
k a p a s i t o	kapasit	1sgPres
k a p a s i t a s	kapasit	2sgPres
k a p a s i t a n	kapasit	3plPres
k a p a s i t a	kapasit	3sgPres
k a p a s i t a m o s	kapasit	1plPres
k a p a s i t a i s	kapasit	2plPres
p e s o	pes	1sgPres
p e s a s	pes	2sgPres
p e s a n	pes	3plPres
p e s a	pes	3sgPres
p e s a m o s	pes	1plPres
p e s a i s	pes	2plPres
a r g u m e n t o	argument	1sgPres
a r g u m e n t a s	argument	2sgPres
a r g u m e n t a n	argument	3plPres
a r g u m e n t a	argument	3sgPres
a r g u m e n t a m o s	argument	1plPres
a r g u m e n t a i s	argument	2plPres
i m p r e g n o	impregn	1sgPres
i m p r e g n a s	impregn	2sgPres
i m p r e g n a n	impregn	3plPres
i m p r e g n a	impregn	3sgPres
i m p r e g n a m o s	impregn	1plPres
i m p r e g n a i s	impregn	2plPres
s i f r o	sifr	1sgPres
s i f r a s	sifr	2sgPres
s i f r a n	sifr	3plPres
s i f r a	sifr	3sgPres
s i f r a m o s	sifr	1plPres
s i f r a i s	sifr	2plPres
k o n s u l t o	konsult	1sgPres
k o n s u l t a s	konsult	2sgPres
k o n s u l t a n	konsult	3plPres
k o n s u l t a	konsult	3sgPres
k o n s u l t a m o s	konsult	1plPres
k o n s u l t a i s	konsult	2plPres
o r o	or	1sgPres
o r a s	or	2sgPres
o r a n	or	3plPres
o r a	or	3sgPres
o r a m o s	or	1plPres
o r a i s	or	2plPres
d i f i k u l t o	difikult	1sgPres
d i f i k u l t a s	difikult	2sgPres
d i f i k u l t a n	difikult	3plPres
d i f i k u l t a	difikult	3sgPres
d i f i k u l t a m o s	difikult	1plPres
d i f i k u l t a i s	difikult	2plPres
p r e s u p o N g o	presupon	1sgPres
p r e s u p o n e s	presupon	2sgPres
p r e s u p o n e n	presupon	3plPres
p r e s u p o n e	presupon	3sgPres
p r e s u p o n e m o s	presupon	1plPres
p r e s u p o n e i s	presupon	2plPres
a b a t o	abat	1sgPres
a b a t e s	abat	2sgPres
a b a t e n	abat	3plPres
a b a t e	abat	3sgPres
a b a t i m o s	abat	1plPres
a b a t i s	abat	2plPres
e r i x o	erix	1sgPres
e r i x e s	erix	2sgPres
e r i x e n	erix	3plPres
e r i x e	erix	3sgPres
e r i x i m o s	erix	1plPres
e r i x i s	erix	2plPres
e s k i b o	eskib	1sgPres
e s k i b a s	eskib	2sgPres
e s k i b a n	eskib	3plPres
e s k i b a	eskib	3sgPres
e s k i b a m o s	eskib	1plPres
e s k i b a i s	eskib	2plPres
e s p a s j o	espasj	1sgPres
e s p a s j a s	espasj	2sgPres
e s p a s j a n	espasj	3plPres
e s p a s j a	espasj	3sgPres
e s p a s j a m o s	espasj	1plPres
e s p a s j a i s	espasj	2plPres
a k u m u l o	akumul	1sgPres
a k u m u l a s	akumul	2sgPres
a k u m u l a n	akumul	3plPres
a k u m u l a	akumul	3sgPres
a k u m u l a m o s	akumul	1plPres
a k u m u l a i s	akumul	2plPres
a p r e s j o	apresj	1sgPres
a p r e s j a s	apresj	2sgPres
a p r e s j a n	apresj	3plPres
a p r e s j a	apresj	3sgPres
a p r e s j a m o s	apresj	1plPres
a p r e s j a i s	apresj	2plPres
d e s i d o	desid	1sgPres
d e s i d e s	desid	2sgPres
d e s i d e n	desid	3plPres
d e s i d e	desid	3sgPres
d e s i d i m o s	desid	1plPres
d e s i d i s	desid	2plPres
r e t u m b o	retumb	1sgPres
r e t u m b a s	retumb	2sgPres
r e t u m b a n	retumb	3plPres
r e t u m b a	retumb	3sgPres
r e t u m b a m o s	retumb	1plPres
r e t u m b a i s	retumb	2plPres
e n s e ñ o	enseñ	1sgPres
e n s e ñ a s	enseñ	2sgPres
e n s e ñ a n	enseñ	3plPres
e n s e ñ a	enseñ	3sgPres
e n s e ñ a m o s	enseñ	1plPres
e n s e ñ a i s	enseñ	2plPres
k o n t r a r r e s t o	kontrarrest	1sgPres
k o n t r a r r e s t a s	kontrarrest	2sgPres
k o n t r a r r e s t a n	kontrarrest	3plPres
k o n t r a r r e s t a	kontrarrest	3sgPres
k o n t r a r r e s t a m o s	kontrarrest	1plPres
k o n t r a r r e s t a i s	kontrarrest	2plPres
f o r m o	form	1sgPres
f o r m a s	form	2sgPres
f o r m a n	form	3plPres
f o r m a	form	3sgPres
f o r m a m o s	form	1plPres
f o r m a i s	form	2plPres
o b x e t o	obxet	1sgPres
o b x e t a s	obxet	2sgPres
o b x e t a n	obxet	3plPres
o b x e t a	obxet	3sgPres
o b x e t a m o s	obxet	1plPres
o b x e t a i s	obxet	2plPres
t r a n s i t o	transit	1sgPres
t r a n s i t a s	transit	2sgPres
t r a n s i t a n	transit	3plPres
t r a n s i t a	transit	3sgPres
t r a n s i t a m o s	transit	1plPres
t r a n s i t a i s	transit	2plPres
